Record Number,Order,"NYC Borough, Block and Lot (BBL)",Street Number,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),log_Direct GHG Emissions (Metric Tons CO2e),Borough_Bronx,Borough_Brooklyn,Borough_Brooklyn ,Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Ambulatory Surgical Center,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_College/University,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Fitness Center/Health Club/Gym,Largest Property Use Type_Food Service,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,"Largest Property Use Type_Personal Services (Health/Beauty, Dry Cleaning, etc.)",Largest Property Use Type_Police Station,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility
2737764.0,3928,1015197501.0,181.0,2003.0,1.0,100.0,101.4,11.1,0.6,6.379444340875127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3334926.0,7130,2051350051.0,120.0,1969.0,1.0,100.0,38.8,4.0,0.2,8.991039428379423,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2650627.0,9994,4004120001.0,,1949.0,1.0,100.0,40.2,4.4,0.3,4.596129441335942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3529572.0,3589,1014387501.0,340.0,1965.0,1.0,100.0,85.4,9.6,0.5,7.020458768895222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2805739.0,3753,1014940023.0,1089.0,1912.0,1.0,100.0,39.3,10.8,0.0,1.7227665977411035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2785439.0,1096,1007890021.0,231.0,1906.0,1.0,100.0,82.2,11.8,0.0,6.3035343076165935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4917680.0,3594,1014390042.0,320.0,1930.0,1.0,100.0,103.7,6.6,,5.579352396278024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2745640.0,3616,1014460008.0,311.0,1963.0,1.0,100.0,98.8,5.4,0.0,6.175451383220998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3246138.0,6382,2032500087.0,2855.0,1927.0,1.0,100.0,21.3,4.0,0.1,2.990719731730447,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2804557.0,1414,1008380012.0,53.0,1924.0,1.0,100.0,93.6,12.9,0.3,5.478970866241294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3532381.0,7751,3013020001.0,1720.0,1960.0,1.0,100.0,102.6,6.2,0.8,8.747574486953752,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2647934.0,4359,1018440033.0,482.0,1920.0,1.0,100.0,119.2,4.3,0.0,6.050205042130582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4862813.0,10094,4008390001.0,,2007.0,1.0,100.0,71.4,5.8,0.5,6.2422232654551655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2667225.0,10043,4005760036.0,,1936.0,1.0,100.0,105.5,5.7,0.9,5.346631226826587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3155483.0,8386,3037830001.0,379.0,1991.0,1.0,100.0,52.2,15.3,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3987737.0,8646,3050970060.0,105.0,1937.0,1.0,100.0,75.6,2.3,0.6,5.705780477318874,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2893907.0,9792,3088330200.0,2461.0,2006.0,1.0,100.0,36.1,4.8,0.2,4.136765278106052,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4408611.0,8465,3046330050.0,205.0,1950.0,1.0,100.0,62.1,13.7,0.2,4.183575695950044,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3527061.0,4977,1021380102.0,600.0,1915.0,1.0,100.0,33.7,9.9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3120021.0,1493,1008480001.0,119.0,1912.0,1.0,100.0,99.7,16.0,,5.479805242593414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2791924.0,8182,3026390007.0,72.0,1920.0,1.0,100.0,39.4,0.0,0.4,5.094976442530006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4619689.0,1166,1008010061.0,134.0,1910.0,1.0,90.0,35.7,0.8,,5.449750070308246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4335309.0,2071,1010330009.0,349.0,2003.0,1.0,100.0,133.4,12.4,0.9,7.008866780350549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3447970.0,796,1006377502.0,366.0,1987.0,1.0,100.0,96.4,7.9,0.7,5.43415858945945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2806654.0,7836,3014240057.0,889.0,1931.0,1.0,100.0,63.9,2.9,0.5,5.19184512203752,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3526579.0,8005,3019330001.0,21.0,1963.0,1.0,100.0,82.5,4.9,0.7,7.253682674374105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2670057.0,4489,1018880067.0,801.0,1988.0,1.0,100.0,63.8,3.8,0.0,6.12029741895095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4145655.0,3338,1013837501.0,11.0,1913.0,1.0,15.0,56.5,11.9,0.0,4.716711560720999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3122352.0,10376,4015250030.0,,1970.0,1.0,100.0,80.9,3.3,0.6,6.3638898011379466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2664101.0,10297,4014550001.0,,1959.0,1.0,100.0,58.2,4.3,,5.080783053998338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2811159.0,4828,1020880016.0,625.0,2009.0,1.0,100.0,74.6,6.9,0.5,5.597680943773655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2654623.0,9696,3086800001.0,40.0,1962.0,1.0,100.0,98.5,4.9,0.8,7.534655813723156,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3115131.0,6895,2042210001.0,2100.0,1963.0,1.0,100.0,58.1,3.7,0.0,5.700443573390687,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2714416.0,11486,4096480024.0,,1959.0,1.0,100.0,72.0,3.6,0.6,5.725217755376266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4896959.0,11332,4067020001.0,,1950.0,12.0,100.0,131.2,4.2,1.2,6.583409222158765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2830941.0,4804,1020680046.0,,1962.0,1.0,100.0,145.7,6.9,1.2,7.050642766530684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2800742.0,9297,3067480026.0,1818.0,1949.0,1.0,100.0,158.4,3.8,1.5,6.663260401756892,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4933942.0,9298,3067480040.0,1854.0,1927.0,1.0,100.0,70.2,2.8,0.6,5.155601064346442,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2800754.0,10501,4019560029.0,,1965.0,1.0,100.0,93.0,7.2,0.7,5.659133722987319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4414280.0,2509,1012090006.0,65.0,1928.0,1.0,100.0,51.0,4.7,,5.323497665078335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2706312.0,627,1005560048.0,120.0,2010.0,1.0,100.0,56.9,8.0,0.3,5.663654683565421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2934113.0,8615,3050800060.0,500.0,1925.0,1.0,100.0,90.5,3.7,0.7,5.957649198613251,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2861600.0,4598,1019510004.0,374.0,2004.0,1.0,100.0,89.3,16.3,0.3,5.27658287440203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2668991.0,4778,1020457501.0,68.0,2006.0,1.0,100.0,98.4,14.5,0.5,6.197461939587221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4463092.0,7091,2048200028.0,3950.0,1929.0,1.0,100.0,124.0,4.2,0.1,6.064715008847575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4852069.0,1551,1008587502.0,404.0,1917.0,1.0,100.0,62.6,18.3,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3104074.0,8827,3053380081.0,250.0,1925.0,1.0,100.0,79.7,2.8,,5.664695085948154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4408026.0,10614,4022120014.0,,1953.0,1.0,100.0,75.6,7.2,0.5,6.258242135442253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3114734.0,9644,3076810010.0,2705.0,1950.0,1.0,100.0,25.0,3.7,0.0,4.412798293340635,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3129668.0,7268,2057870154.0,3300.0,1941.0,1.0,100.0,61.8,,,5.4475990692637914,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2535105.0,9852,4001430001.0,,1965.0,1.0,100.0,71.0,12.3,0.3,5.240688253711401,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2789677.0,4979,1021380134.0,238.0,1920.0,1.0,100.0,89.6,4.8,0.0,5.84035091743822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3120991.0,9877,4001630031.0,,1970.0,1.0,100.0,73.7,3.2,0.6,5.424950017481403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2815957.0,5490,2024390080.0,1221.0,1931.0,1.0,100.0,90.2,4.1,0.0,5.855644823965447,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2734758.0,8816,3053280015.0,120.0,1931.0,1.0,100.0,57.7,2.4,0.5,5.431973751360711,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3085377.0,2912,1012880007.0,5.0,1969.0,1.0,100.0,98.2,9.3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2975053.0,9844,4001370020.0,,1931.0,1.0,100.0,95.3,4.6,0.1,6.148681948306025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4021658.0,9589,3074640022.0,3030.0,1957.0,1.0,100.0,75.6,3.8,0.5,5.678122727875623,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2679992.0,1232,1008120013.0,149.0,1909.0,1.0,100.0,64.1,8.3,0.0,5.002603122398992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3530270.0,10268,4014340029.0,,1951.0,1.0,100.0,71.3,4.2,0.6,5.403127730900382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3417101.0,9429,3070520034.0,2966.0,1960.0,1.0,100.0,89.2,3.8,0.8,7.48487413348196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4403007.0,9040,3060470031.0,8718.0,1927.0,1.0,100.0,76.8,4.1,0.6,5.339459309879212,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4950680.0,10004,4004220001.0,,2012.0,1.0,95.0,80.2,4.2,0.6,6.168145224011851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2670564.0,3497,1014107503.0,188.0,1996.0,1.0,100.0,75.4,8.4,0.0,2.8213788864092133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3204794.0,6879,2041300033.0,1803.0,1960.0,1.0,100.0,38.7,11.4,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3111123.0,4293,1017730007.0,118.0,1995.0,1.0,100.0,136.5,11.5,1.0,6.473890696352274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4630135.0,2,1010617501.0,432.0,1950.0,1.0,95.0,51.3,7.5,0.3,4.335982696172475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3535996.0,6432,2032580222.0,3451.0,1927.0,1.0,100.0,183.1,3.6,,6.845773486626256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3583404.0,10918,4033400036.0,,1938.0,1.0,100.0,89.4,3.3,0.8,5.5310151306670585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3388467.0,7841,3014270007.0,770.0,1922.0,1.0,100.0,88.4,3.6,0.8,5.981161654112085,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3999732.0,7198,2057230042.0,60.0,1953.0,2.0,100.0,120.7,4.9,1.1,7.177324296006991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2672563.0,4444,1018790001.0,2780.0,1929.0,1.0,100.0,52.4,3.8,0.1,6.3373565636812454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2712480.0,1590,1008630013.0,15.0,1925.0,1.0,100.0,70.6,14.6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2642148.0,11856,5000910043.0,110.0,1975.0,1.0,100.0,119.2,13.6,0.8,5.645093478307522,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2729950.0,10337,4014900018.0,,1958.0,1.0,100.0,106.0,4.5,0.9,7.3622010093119234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4845184.0,2925,1012890070.0,683.0,1926.0,1.0,95.0,44.6,12.9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4040464.0,7340,2059120091.0,4901.0,1961.0,1.0,100.0,73.0,5.8,,6.526641261737804,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4390525.0,9690,3086650547.0,2911.0,1963.0,1.0,90.0,76.5,4.4,0.5,5.849612922867741,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2632179.0,1575,1008610057.0,147.0,1927.0,1.0,100.0,84.8,13.4,0.0,5.844123959209273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2791466.0,8352,3036280001.0,187.0,1974.0,1.0,100.0,158.2,14.3,1.1,7.569618169502316,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3897775.0,1446,1008400058.0,16.0,1916.0,1.0,100.0,48.4,10.2,0.1,3.6054978451748854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2968933.0,5858,2028100026.0,250.0,1936.0,1.0,100.0,81.0,3.2,0.0,6.046189446797229,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2795038.0,5611,2024840015.0,70.0,1953.0,1.0,100.0,52.6,4.1,0.0,5.575949103146316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
