score
48.0
100.0
97.0
49.0
22.0
88.0
51.0
35.0
8.0
52.0
40.0
54.0
100.0
45.0
47.0
54.0
30.0
57.0
96.0
57.0
91.0
69.0
96.0
77.0
22.0
100.0
91.0
29.0
100.0
17.0
22.0
98.0
93.0
62.0
67.0
88.0
49.0
68.0
1.0
94.0
59.0
7.0
80.0
100.0
85.0
72.0
65.0
95.0
9.0
61.0
87.0
99.0
100.0
72.0
58.0
34.0
98.0
68.0
86.0
53.0
40.0
28.0
100.0
38.0
81.0
92.0
99.0
94.0
46.0
55.0
1.0
24.0
20.0
94.0
67.0
76.0
24.0
89.0
48.0
16.0
84.0
95.0
15.0
53.0
27.0
16.0
78.0
4.0
93.0
67.0
29.0
26.0
15.0
94.0
61.0
55.0
72.0
79.0
60.0
46.0
2.0
79.0
4.0
60.0
88.0
45.0
1.0
73.0
52.0
100.0
77.0
73.0
61.0
85.0
96.0
82.0
54.0
100.0
46.0
62.0
100.0
25.0
41.0
16.0
33.0
82.0
10.0
90.0
5.0
100.0
100.0
47.0
27.0
55.0
32.0
78.0
89.0
31.0
20.0
7.0
31.0
8.0
60.0
100.0
76.0
82.0
75.0
75.0
51.0
89.0
67.0
90.0
60.0
51.0
100.0
58.0
94.0
28.0
70.0
83.0
61.0
100.0
54.0
25.0
32.0
51.0
88.0
74.0
81.0
74.0
72.0
3.0
80.0
39.0
70.0
37.0
89.0
12.0
94.0
68.0
79.0
94.0
90.0
11.0
30.0
74.0
29.0
98.0
59.0
68.0
5.0
40.0
91.0
89.0
54.0
49.0
30.0
32.0
26.0
3.0
9.0
73.0
35.0
83.0
68.0
84.0
27.0
35.0
54.0
81.0
83.0
95.0
43.0
36.0
100.0
58.0
93.0
75.0
57.0
66.0
24.0
100.0
77.0
3.0
81.0
53.0
58.0
61.0
25.0
76.0
11.0
78.0
7.0
11.0
81.0
100.0
71.0
98.0
76.0
62.0
49.0
91.0
13.0
100.0
24.0
35.0
6.0
78.0
67.0
78.0
2.0
85.0
74.0
55.0
56.0
44.0
17.0
5.0
64.0
95.0
58.0
93.0
100.0
27.0
76.0
97.0
49.0
99.0
82.0
43.0
5.0
65.0
85.0
29.0
78.0
12.0
80.0
1.0
28.0
13.0
50.0
33.0
16.0
85.0
82.0
12.0
83.0
17.0
71.0
100.0
75.0
63.0
65.0
85.0
73.0
88.0
97.0
74.0
66.0
24.0
54.0
34.0
69.0
23.0
99.0
83.0
25.0
62.0
2.0
81.0
1.0
82.0
22.0
97.0
48.0
62.0
36.0
77.0
8.0
28.0
37.0
91.0
85.0
40.0
70.0
71.0
39.0
73.0
50.0
100.0
67.0
10.0
4.0
84.0
6.0
4.0
30.0
50.0
55.0
90.0
74.0
18.0
56.0
83.0
57.0
70.0
79.0
70.0
77.0
21.0
77.0
31.0
98.0
66.0
53.0
5.0
20.0
26.0
56.0
68.0
87.0
3.0
62.0
70.0
100.0
95.0
78.0
23.0
99.0
12.0
74.0
42.0
47.0
100.0
89.0
33.0
36.0
94.0
75.0
93.0
1.0
27.0
1.0
90.0
100.0
24.0
79.0
66.0
13.0
83.0
68.0
69.0
66.0
4.0
87.0
79.0
78.0
87.0
84.0
87.0
96.0
83.0
85.0
89.0
55.0
93.0
1.0
52.0
27.0
8.0
75.0
78.0
22.0
61.0
11.0
100.0
94.0
12.0
84.0
81.0
17.0
53.0
100.0
68.0
16.0
16.0
57.0
45.0
2.0
78.0
24.0
40.0
62.0
51.0
88.0
100.0
2.0
29.0
92.0
51.0
87.0
55.0
78.0
97.0
53.0
22.0
89.0
72.0
15.0
14.0
9.0
93.0
33.0
95.0
80.0
35.0
80.0
11.0
13.0
8.0
84.0
53.0
100.0
96.0
23.0
86.0
82.0
49.0
100.0
79.0
57.0
80.0
89.0
93.0
77.0
83.0
71.0
42.0
60.0
70.0
79.0
2.0
73.0
54.0
38.0
99.0
78.0
34.0
59.0
80.0
60.0
58.0
75.0
1.0
89.0
57.0
89.0
14.0
62.0
100.0
10.0
68.0
78.0
98.0
100.0
55.0
100.0
48.0
68.0
83.0
6.0
72.0
20.0
82.0
23.0
83.0
99.0
84.0
9.0
71.0
60.0
76.0
52.0
77.0
85.0
65.0
71.0
29.0
69.0
32.0
95.0
81.0
79.0
22.0
6.0
68.0
74.0
52.0
100.0
43.0
41.0
64.0
63.0
31.0
23.0
97.0
100.0
83.0
55.0
23.0
96.0
69.0
88.0
95.0
28.0
55.0
87.0
91.0
85.0
93.0
23.0
33.0
86.0
70.0
21.0
80.0
54.0
100.0
77.0
4.0
98.0
71.0
13.0
15.0
11.0
82.0
85.0
27.0
17.0
86.0
33.0
59.0
97.0
33.0
23.0
44.0
79.0
100.0
36.0
22.0
82.0
26.0
64.0
61.0
30.0
89.0
88.0
32.0
99.0
86.0
89.0
90.0
37.0
6.0
69.0
51.0
58.0
98.0
86.0
77.0
58.0
73.0
31.0
34.0
65.0
78.0
7.0
98.0
75.0
77.0
79.0
90.0
100.0
47.0
9.0
90.0
18.0
88.0
100.0
79.0
60.0
20.0
84.0
96.0
32.0
60.0
57.0
77.0
2.0
93.0
99.0
78.0
51.0
10.0
5.0
86.0
53.0
1.0
82.0
72.0
14.0
1.0
14.0
1.0
68.0
51.0
4.0
42.0
34.0
75.0
2.0
87.0
29.0
78.0
27.0
58.0
95.0
30.0
41.0
15.0
67.0
75.0
48.0
74.0
87.0
100.0
64.0
50.0
73.0
82.0
65.0
62.0
8.0
57.0
96.0
84.0
10.0
60.0
64.0
75.0
2.0
100.0
71.0
48.0
13.0
84.0
87.0
93.0
9.0
72.0
82.0
67.0
86.0
21.0
72.0
93.0
35.0
18.0
30.0
6.0
96.0
26.0
98.0
93.0
89.0
50.0
94.0
74.0
87.0
81.0
50.0
81.0
29.0
91.0
78.0
63.0
69.0
3.0
35.0
74.0
55.0
80.0
55.0
52.0
91.0
84.0
11.0
44.0
73.0
63.0
1.0
13.0
74.0
77.0
87.0
15.0
57.0
87.0
11.0
73.0
2.0
7.0
4.0
20.0
62.0
75.0
69.0
89.0
53.0
93.0
81.0
69.0
92.0
60.0
40.0
58.0
17.0
34.0
67.0
3.0
59.0
67.0
88.0
49.0
55.0
20.0
68.0
77.0
3.0
89.0
81.0
5.0
30.0
77.0
77.0
67.0
98.0
92.0
76.0
5.0
29.0
47.0
84.0
63.0
92.0
74.0
91.0
37.0
77.0
88.0
86.0
100.0
94.0
99.0
59.0
8.0
79.0
58.0
4.0
63.0
47.0
90.0
86.0
22.0
24.0
46.0
32.0
64.0
89.0
81.0
100.0
63.0
95.0
73.0
72.0
14.0
47.0
86.0
90.0
51.0
31.0
7.0
71.0
60.0
52.0
54.0
14.0
59.0
72.0
66.0
100.0
96.0
64.0
55.0
66.0
41.0
76.0
62.0
56.0
88.0
54.0
75.0
63.0
73.0
71.0
98.0
87.0
97.0
36.0
52.0
31.0
46.0
57.0
61.0
72.0
60.0
33.0
1.0
62.0
54.0
49.0
22.0
81.0
78.0
26.0
79.0
57.0
63.0
47.0
55.0
38.0
13.0
21.0
83.0
20.0
64.0
20.0
61.0
100.0
42.0
100.0
81.0
49.0
61.0
55.0
5.0
23.0
99.0
15.0
68.0
37.0
36.0
56.0
86.0
100.0
89.0
40.0
7.0
21.0
79.0
48.0
87.0
66.0
65.0
79.0
51.0
40.0
10.0
10.0
87.0
51.0
4.0
100.0
45.0
23.0
76.0
2.0
40.0
64.0
78.0
100.0
38.0
23.0
99.0
49.0
56.0
50.0
10.0
60.0
74.0
99.0
64.0
26.0
3.0
71.0
40.0
96.0
22.0
40.0
62.0
51.0
50.0
95.0
80.0
61.0
50.0
80.0
63.0
65.0
76.0
35.0
61.0
100.0
93.0
12.0
90.0
88.0
49.0
45.0
38.0
5.0
26.0
93.0
11.0
48.0
56.0
59.0
48.0
78.0
76.0
31.0
84.0
34.0
3.0
73.0
100.0
55.0
80.0
74.0
15.0
36.0
68.0
63.0
19.0
58.0
78.0
53.0
27.0
75.0
53.0
87.0
100.0
4.0
84.0
100.0
44.0
95.0
19.0
62.0
43.0
33.0
90.0
31.0
15.0
83.0
58.0
30.0
76.0
100.0
79.0
1.0
7.0
68.0
11.0
38.0
53.0
43.0
9.0
29.0
8.0
80.0
94.0
22.0
55.0
23.0
6.0
92.0
81.0
48.0
25.0
58.0
73.0
18.0
24.0
76.0
13.0
59.0
49.0
100.0
38.0
100.0
8.0
76.0
1.0
34.0
15.0
44.0
3.0
19.0
38.0
44.0
61.0
49.0
34.0
96.0
60.0
28.0
78.0
1.0
10.0
84.0
4.0
86.0
23.0
100.0
72.0
83.0
91.0
75.0
72.0
96.0
42.0
50.0
15.0
36.0
45.0
60.0
77.0
92.0
2.0
84.0
100.0
58.0
88.0
24.0
81.0
10.0
88.0
81.0
65.0
61.0
16.0
70.0
84.0
18.0
97.0
76.0
67.0
92.0
62.0
100.0
24.0
96.0
88.0
70.0
1.0
89.0
92.0
60.0
74.0
56.0
64.0
97.0
79.0
83.0
29.0
22.0
100.0
39.0
37.0
11.0
21.0
20.0
81.0
54.0
19.0
31.0
66.0
100.0
81.0
95.0
43.0
81.0
21.0
35.0
81.0
87.0
79.0
49.0
96.0
93.0
100.0
86.0
85.0
87.0
41.0
19.0
34.0
57.0
1.0
12.0
74.0
36.0
78.0
89.0
3.0
87.0
40.0
42.0
44.0
88.0
90.0
84.0
94.0
99.0
76.0
89.0
85.0
100.0
31.0
100.0
6.0
1.0
36.0
100.0
86.0
99.0
50.0
30.0
30.0
95.0
97.0
84.0
66.0
66.0
100.0
46.0
38.0
100.0
3.0
98.0
81.0
71.0
92.0
72.0
39.0
38.0
60.0
78.0
94.0
14.0
60.0
43.0
72.0
4.0
48.0
29.0
74.0
42.0
82.0
55.0
32.0
100.0
67.0
57.0
49.0
72.0
44.0
75.0
40.0
92.0
74.0
83.0
86.0
91.0
86.0
100.0
97.0
94.0
1.0
94.0
100.0
41.0
60.0
23.0
28.0
23.0
83.0
8.0
50.0
63.0
76.0
95.0
1.0
44.0
98.0
78.0
32.0
76.0
76.0
60.0
5.0
67.0
68.0
14.0
17.0
62.0
64.0
72.0
11.0
26.0
66.0
30.0
79.0
77.0
54.0
15.0
64.0
19.0
40.0
56.0
10.0
56.0
16.0
100.0
75.0
38.0
68.0
39.0
38.0
66.0
75.0
60.0
100.0
8.0
27.0
79.0
23.0
88.0
39.0
21.0
85.0
100.0
37.0
100.0
96.0
83.0
35.0
76.0
87.0
99.0
48.0
27.0
39.0
57.0
38.0
80.0
50.0
26.0
70.0
100.0
39.0
91.0
77.0
100.0
64.0
50.0
45.0
55.0
36.0
46.0
74.0
20.0
6.0
92.0
65.0
9.0
93.0
58.0
61.0
90.0
78.0
3.0
48.0
40.0
73.0
8.0
89.0
2.0
100.0
48.0
92.0
11.0
63.0
55.0
93.0
53.0
11.0
43.0
71.0
93.0
66.0
30.0
100.0
71.0
93.0
100.0
98.0
61.0
100.0
63.0
97.0
17.0
56.0
91.0
45.0
73.0
87.0
83.0
51.0
100.0
95.0
60.0
87.0
73.0
69.0
31.0
1.0
64.0
91.0
76.0
68.0
72.0
48.0
99.0
93.0
5.0
60.0
100.0
27.0
37.0
28.0
34.0
56.0
90.0
8.0
71.0
100.0
49.0
36.0
52.0
83.0
90.0
100.0
66.0
71.0
35.0
30.0
24.0
85.0
11.0
50.0
11.0
88.0
64.0
99.0
88.0
39.0
48.0
65.0
18.0
8.0
28.0
73.0
98.0
51.0
87.0
65.0
7.0
78.0
45.0
17.0
2.0
56.0
5.0
27.0
31.0
22.0
77.0
86.0
84.0
26.0
100.0
16.0
66.0
3.0
84.0
7.0
72.0
99.0
99.0
61.0
95.0
69.0
90.0
63.0
98.0
5.0
98.0
8.0
100.0
80.0
46.0
47.0
22.0
76.0
76.0
38.0
100.0
90.0
79.0
67.0
82.0
81.0
29.0
52.0
53.0
49.0
7.0
77.0
100.0
1.0
80.0
59.0
54.0
84.0
85.0
89.0
100.0
31.0
42.0
76.0
43.0
57.0
64.0
90.0
8.0
91.0
78.0
38.0
100.0
44.0
97.0
99.0
96.0
38.0
99.0
32.0
37.0
70.0
33.0
86.0
15.0
58.0
22.0
46.0
85.0
97.0
42.0
28.0
92.0
60.0
88.0
69.0
100.0
39.0
83.0
21.0
11.0
85.0
2.0
99.0
78.0
69.0
3.0
85.0
94.0
4.0
51.0
66.0
93.0
33.0
98.0
56.0
38.0
63.0
48.0
79.0
83.0
88.0
73.0
44.0
46.0
80.0
3.0
89.0
91.0
1.0
16.0
75.0
67.0
96.0
90.0
15.0
91.0
65.0
8.0
100.0
100.0
57.0
99.0
76.0
100.0
85.0
100.0
73.0
49.0
100.0
24.0
39.0
74.0
10.0
93.0
67.0
68.0
2.0
42.0
58.0
62.0
57.0
66.0
91.0
38.0
77.0
84.0
57.0
100.0
71.0
82.0
58.0
89.0
92.0
3.0
47.0
84.0
8.0
100.0
39.0
88.0
26.0
62.0
49.0
100.0
49.0
8.0
66.0
53.0
100.0
68.0
100.0
27.0
32.0
20.0
4.0
3.0
63.0
40.0
56.0
94.0
100.0
96.0
100.0
23.0
89.0
100.0
59.0
81.0
93.0
64.0
64.0
82.0
73.0
76.0
75.0
92.0
23.0
100.0
29.0
51.0
8.0
49.0
97.0
64.0
35.0
60.0
32.0
79.0
91.0
69.0
35.0
21.0
84.0
7.0
89.0
49.0
32.0
33.0
45.0
75.0
55.0
93.0
1.0
30.0
97.0
70.0
48.0
32.0
64.0
76.0
22.0
28.0
70.0
87.0
49.0
3.0
52.0
55.0
65.0
28.0
96.0
32.0
47.0
58.0
40.0
81.0
88.0
56.0
85.0
84.0
61.0
90.0
100.0
84.0
94.0
12.0
64.0
10.0
11.0
16.0
85.0
74.0
75.0
98.0
16.0
70.0
94.0
62.0
10.0
50.0
36.0
60.0
53.0
51.0
75.0
85.0
73.0
71.0
82.0
95.0
83.0
94.0
73.0
99.0
66.0
59.0
75.0
96.0
43.0
74.0
51.0
67.0
96.0
58.0
100.0
25.0
66.0
1.0
100.0
40.0
6.0
3.0
46.0
81.0
31.0
100.0
37.0
25.0
44.0
69.0
13.0
95.0
33.0
84.0
4.0
73.0
80.0
48.0
34.0
95.0
80.0
65.0
78.0
96.0
78.0
100.0
55.0
50.0
100.0
82.0
100.0
93.0
48.0
47.0
63.0
69.0
62.0
74.0
86.0
86.0
72.0
25.0
1.0
100.0
76.0
43.0
88.0
69.0
68.0
36.0
10.0
58.0
34.0
90.0
56.0
72.0
91.0
48.0
80.0
98.0
25.0
17.0
57.0
97.0
36.0
91.0
71.0
72.0
88.0
25.0
95.0
72.0
54.0
36.0
69.0
79.0
80.0
79.0
17.0
62.0
31.0
13.0
75.0
87.0
74.0
47.0
26.0
72.0
83.0
55.0
5.0
31.0
86.0
67.0
24.0
66.0
68.0
42.0
71.0
30.0
31.0
83.0
24.0
18.0
68.0
83.0
70.0
1.0
85.0
100.0
22.0
58.0
85.0
2.0
84.0
63.0
95.0
4.0
35.0
79.0
64.0
41.0
65.0
94.0
54.0
1.0
65.0
28.0
88.0
25.0
84.0
93.0
41.0
100.0
97.0
100.0
63.0
33.0
51.0
46.0
82.0
82.0
92.0
67.0
61.0
7.0
100.0
100.0
87.0
41.0
79.0
5.0
84.0
20.0
76.0
56.0
92.0
80.0
94.0
100.0
86.0
90.0
52.0
70.0
14.0
31.0
76.0
39.0
96.0
40.0
86.0
69.0
30.0
42.0
70.0
75.0
95.0
93.0
52.0
83.0
34.0
100.0
56.0
23.0
100.0
84.0
36.0
69.0
34.0
34.0
99.0
11.0
100.0
69.0
85.0
70.0
22.0
62.0
11.0
24.0
100.0
88.0
55.0
76.0
68.0
91.0
1.0
64.0
68.0
5.0
11.0
38.0
96.0
57.0
1.0
76.0
52.0
89.0
31.0
72.0
36.0
3.0
68.0
49.0
49.0
49.0
70.0
99.0
1.0
76.0
87.0
16.0
20.0
88.0
83.0
89.0
97.0
29.0
100.0
68.0
71.0
9.0
1.0
73.0
87.0
63.0
74.0
54.0
99.0
82.0
93.0
4.0
38.0
85.0
25.0
38.0
100.0
38.0
52.0
80.0
100.0
52.0
77.0
100.0
66.0
66.0
31.0
43.0
39.0
50.0
84.0
72.0
89.0
53.0
65.0
32.0
51.0
66.0
94.0
70.0
100.0
14.0
24.0
84.0
64.0
57.0
38.0
100.0
77.0
52.0
100.0
56.0
98.0
98.0
53.0
17.0
59.0
44.0
85.0
37.0
60.0
43.0
100.0
10.0
84.0
100.0
100.0
10.0
45.0
82.0
11.0
73.0
47.0
46.0
94.0
100.0
72.0
64.0
33.0
100.0
87.0
16.0
10.0
59.0
77.0
10.0
96.0
24.0
25.0
54.0
22.0
27.0
69.0
48.0
98.0
44.0
9.0
25.0
99.0
82.0
72.0
70.0
54.0
92.0
37.0
87.0
82.0
74.0
42.0
26.0
58.0
92.0
74.0
17.0
45.0
72.0
90.0
54.0
23.0
58.0
100.0
77.0
72.0
76.0
83.0
32.0
79.0
47.0
54.0
1.0
56.0
57.0
43.0
14.0
45.0
61.0
48.0
46.0
62.0
87.0
90.0
3.0
71.0
64.0
93.0
20.0
34.0
57.0
78.0
91.0
100.0
41.0
1.0
72.0
100.0
86.0
85.0
100.0
79.0
69.0
100.0
56.0
49.0
44.0
41.0
78.0
57.0
83.0
58.0
48.0
99.0
33.0
86.0
22.0
55.0
22.0
50.0
71.0
100.0
64.0
85.0
74.0
73.0
63.0
14.0
14.0
32.0
5.0
64.0
21.0
79.0
63.0
91.0
62.0
99.0
97.0
37.0
93.0
14.0
72.0
1.0
97.0
97.0
67.0
96.0
46.0
51.0
45.0
72.0
70.0
98.0
57.0
62.0
100.0
22.0
97.0
79.0
84.0
57.0
71.0
78.0
1.0
80.0
83.0
91.0
98.0
87.0
24.0
2.0
100.0
96.0
5.0
51.0
62.0
68.0
91.0
74.0
67.0
69.0
15.0
72.0
92.0
70.0
15.0
68.0
86.0
68.0
92.0
